,id,color_palette,delta,category_number,time_spent,number_points,correct_answer
816,HGsnOcwFebZDZIz14JV7_Q_18,D3Cat10,2.267701126514694,8,7.1,11,1
817,HGsnOcwFebZDZIz14JV7_Q_19,D3Cat10,2.0879619171855976,3,3.6,11,1
818,HGsnOcwFebZDZIz14JV7_Q_21,D3Cat10,2.127093687559486,9,10.2,11,1
819,HGsnOcwFebZDZIz14JV7_Q_23,D3Cat10,1.6221770526036856,5,5.2,15,1
820,HGsnOcwFebZDZIz14JV7_Q_24,D3Cat10,2.81355235307312,5,9.8,18,0
821,HGsnOcwFebZDZIz14JV7_Q_25,D3Cat10,1.9192060861781248,4,10.3,10,1
822,HGsnOcwFebZDZIz14JV7_Q_26,D3Cat10,2.879635330418353,7,7.4,16,1
823,HGsnOcwFebZDZIz14JV7_Q_27,D3Cat10,2.205233894094978,9,3.8,13,1
824,HGsnOcwFebZDZIz14JV7_Q_28,D3Cat10,2.029797966110308,6,4.6,13,0
825,HGsnOcwFebZDZIz14JV7_Q_29,D3Cat10,1.5651777581776756,3,4.2,12,1
826,HGsnOcwFebZDZIz14JV7_Q_30,D3Cat10,2.3390558111423747,6,3.5,12,1
827,HGsnOcwFebZDZIz14JV7_Q_31,D3Cat10,2.489490035937328,3,11.4,20,1
828,HGsnOcwFebZDZIz14JV7_Q_32,D3Cat10,2.826543313863888,2,3.7,12,1
829,HGsnOcwFebZDZIz14JV7_Q_33,D3Cat10,2.688401488907339,8,4.8,19,1
830,HGsnOcwFebZDZIz14JV7_Q_34,D3Cat10,1.6519626584484808,9,5.1,14,1
831,HGsnOcwFebZDZIz14JV7_Q_35,D3Cat10,2.6335582657416943,3,3.5,12,1
832,HGsnOcwFebZDZIz14JV7_Q_36,D3Cat10,1.724316723907462,2,2.6,20,1
833,HGsnOcwFebZDZIz14JV7_Q_38,D3Cat10,2.5150689536131585,2,2.6,16,1
834,HGsnOcwFebZDZIz14JV7_Q_39,D3Cat10,1.9703108049692828,6,5.5,12,1
835,HGsnOcwFebZDZIz14JV7_Q_40,D3Cat10,1.714676771057496,9,6.0,10,1
836,HGsnOcwFebZDZIz14JV7_Q_41,D3Cat10,2.1951717686665404,9,6.8,11,1
837,HGsnOcwFebZDZIz14JV7_Q_42,D3Cat10,2.0980200631477874,9,6.6,20,1
838,HGsnOcwFebZDZIz14JV7_Q_43,D3Cat10,2.835470333191383,8,3.9,19,1
839,HGsnOcwFebZDZIz14JV7_Q_44,D3Cat10,2.5053773642900588,9,4.2,16,0
840,HxXNMJ84zhKa6Qw3ZGUr_Q_0,StataS2,2.638096289979387,4,4.8,16,1
841,HxXNMJ84zhKa6Qw3ZGUr_Q_1,StataS2,1.5814738670612627,7,4.5,10,1
842,HxXNMJ84zhKa6Qw3ZGUr_Q_2,StataS2,2.10685652904151,7,2.8,11,1
843,HxXNMJ84zhKa6Qw3ZGUr_Q_3,StataS2,1.5392947580255698,4,1.8,17,1
844,HxXNMJ84zhKa6Qw3ZGUr_Q_4,StataS2,2.630513324476953,3,3.0,12,1
845,HxXNMJ84zhKa6Qw3ZGUr_Q_5,StataS2,2.106491334933917,5,2.9,11,1
846,HxXNMJ84zhKa6Qw3ZGUr_Q_6,StataS2,2.718225406533974,6,4.5,17,1
847,HxXNMJ84zhKa6Qw3ZGUr_Q_7,StataS2,2.3734631108018918,6,2.5,12,1
848,HxXNMJ84zhKa6Qw3ZGUr_Q_8,StataS2,1.80306739813952,8,2.2,19,1
849,HxXNMJ84zhKa6Qw3ZGUr_Q_9,StataS2,2.926719680469656,4,5.0,12,1
850,HxXNMJ84zhKa6Qw3ZGUr_Q_10,StataS2,1.54109898559527,10,3.2,19,1
851,HxXNMJ84zhKa6Qw3ZGUr_Q_11,StataS2,2.8633241272259373,5,3.3,18,1
852,HxXNMJ84zhKa6Qw3ZGUr_Q_12,StataS2,2.000348080766937,3,4.1,10,1
853,HxXNMJ84zhKa6Qw3ZGUr_Q_13,StataS2,1.8929532857251965,7,2.9,20,1
854,HxXNMJ84zhKa6Qw3ZGUr_Q_14,StataS2,2.6913022591634266,8,2.5,17,1
855,HxXNMJ84zhKa6Qw3ZGUr_Q_15,StataS2,1.7469186643507155,5,4.3,19,1
856,HxXNMJ84zhKa6Qw3ZGUr_Q_16,StataS2,2.349651773775439,3,4.3,11,1
857,HxXNMJ84zhKa6Qw3ZGUr_Q_17,StataS2,1.7121692155147006,9,3.9,16,1
858,HxXNMJ84zhKa6Qw3ZGUr_Q_18,StataS2,2.267701126514694,8,3.9,11,1
859,HxXNMJ84zhKa6Qw3ZGUr_Q_19,StataS2,2.0879619171855976,3,3.3,11,1
860,HxXNMJ84zhKa6Qw3ZGUr_Q_21,StataS2,2.127093687559486,9,3.1,11,1
861,HxXNMJ84zhKa6Qw3ZGUr_Q_23,StataS2,1.6221770526036856,5,2.6,15,1
862,HxXNMJ84zhKa6Qw3ZGUr_Q_24,StataS2,2.81355235307312,5,3.1,18,1
863,HxXNMJ84zhKa6Qw3ZGUr_Q_25,StataS2,1.9192060861781248,4,2.6,10,1
864,HxXNMJ84zhKa6Qw3ZGUr_Q_26,StataS2,2.879635330418353,7,3.0,16,1
865,HxXNMJ84zhKa6Qw3ZGUr_Q_27,StataS2,2.205233894094978,9,3.3,13,1
866,HxXNMJ84zhKa6Qw3ZGUr_Q_28,StataS2,2.029797966110308,6,2.0,13,1
867,HxXNMJ84zhKa6Qw3ZGUr_Q_29,StataS2,1.5651777581776756,3,2.9,12,1
868,HxXNMJ84zhKa6Qw3ZGUr_Q_30,StataS2,2.3390558111423747,6,2.8,12,1
869,HxXNMJ84zhKa6Qw3ZGUr_Q_31,StataS2,2.489490035937328,3,2.4,20,1
870,HxXNMJ84zhKa6Qw3ZGUr_Q_32,StataS2,2.826543313863888,2,2.4,12,1
871,HxXNMJ84zhKa6Qw3ZGUr_Q_33,StataS2,2.688401488907339,8,2.1,19,1
872,HxXNMJ84zhKa6Qw3ZGUr_Q_34,StataS2,1.6519626584484808,9,2.9,14,1
873,HxXNMJ84zhKa6Qw3ZGUr_Q_35,StataS2,2.6335582657416943,3,2.3,12,1
874,HxXNMJ84zhKa6Qw3ZGUr_Q_36,StataS2,1.724316723907462,2,2.1,20,1
875,HxXNMJ84zhKa6Qw3ZGUr_Q_38,StataS2,2.5150689536131585,2,2.6,16,1
876,HxXNMJ84zhKa6Qw3ZGUr_Q_39,StataS2,1.9703108049692828,6,4.8,12,0
877,HxXNMJ84zhKa6Qw3ZGUr_Q_40,StataS2,1.714676771057496,9,4.4,10,0
878,HxXNMJ84zhKa6Qw3ZGUr_Q_41,StataS2,2.1951717686665404,9,5.0,11,1
879,HxXNMJ84zhKa6Qw3ZGUr_Q_42,StataS2,2.0980200631477874,9,2.1,20,1
880,HxXNMJ84zhKa6Qw3ZGUr_Q_43,StataS2,2.835470333191383,8,2.2,19,1
881,HxXNMJ84zhKa6Qw3ZGUr_Q_44,StataS2,2.5053773642900588,9,2.3,16,1
882,I3SoIJ7Y7SlMhabxJTlm_Q_0,PaulTolMuted,2.4380239529623022,10,6.8,16,1
883,I3SoIJ7Y7SlMhabxJTlm_Q_1,PaulTolMuted,2.016533596577011,5,8.0,18,0
884,I3SoIJ7Y7SlMhabxJTlm_Q_2,PaulTolMuted,1.5576903814031349,10,6.3,10,1
885,I3SoIJ7Y7SlMhabxJTlm_Q_3,PaulTolMuted,2.7606147031237,3,3.1,10,1
886,I3SoIJ7Y7SlMhabxJTlm_Q_5,PaulTolMuted,2.5461666735065283,8,2.6,15,1
887,I3SoIJ7Y7SlMhabxJTlm_Q_6,PaulTolMuted,2.8694638806474293,7,2.2,15,0
888,I3SoIJ7Y7SlMhabxJTlm_Q_7,PaulTolMuted,1.6688922117374632,2,2.1,18,1
889,I3SoIJ7Y7SlMhabxJTlm_Q_8,PaulTolMuted,1.6812023193101568,4,2.1,11,1
890,I3SoIJ7Y7SlMhabxJTlm_Q_9,PaulTolMuted,2.229838627297876,6,2.4,18,1
891,I3SoIJ7Y7SlMhabxJTlm_Q_10,PaulTolMuted,2.3513934073472704,5,2.5,12,1
892,I3SoIJ7Y7SlMhabxJTlm_Q_11,PaulTolMuted,2.0407870537895527,3,2.9,15,1
893,I3SoIJ7Y7SlMhabxJTlm_Q_13,PaulTolMuted,1.5490217195156362,7,2.3,13,1
894,I3SoIJ7Y7SlMhabxJTlm_Q_14,PaulTolMuted,2.5973791621258604,6,2.2,13,1
895,I3SoIJ7Y7SlMhabxJTlm_Q_15,PaulTolMuted,2.583141237447573,6,2.9,16,1
896,I3SoIJ7Y7SlMhabxJTlm_Q_16,PaulTolMuted,2.246934895766861,10,3.5,19,1
897,I3SoIJ7Y7SlMhabxJTlm_Q_17,PaulTolMuted,1.9825042462348532,4,2.2,12,1
898,I3SoIJ7Y7SlMhabxJTlm_Q_18,PaulTolMuted,1.5862770400956636,9,2.9,10,1
899,I3SoIJ7Y7SlMhabxJTlm_Q_19,PaulTolMuted,2.0391144369439136,2,2.4,19,1
900,I3SoIJ7Y7SlMhabxJTlm_Q_20,PaulTolMuted,2.7922935613814426,10,2.4,11,1
901,I3SoIJ7Y7SlMhabxJTlm_Q_21,PaulTolMuted,2.633444307999309,8,3.9,14,1
902,I3SoIJ7Y7SlMhabxJTlm_Q_22,PaulTolMuted,2.178894579713,10,3.2,12,1
903,I3SoIJ7Y7SlMhabxJTlm_Q_23,PaulTolMuted,2.5856110472918417,10,3.1,11,1
904,I3SoIJ7Y7SlMhabxJTlm_Q_24,PaulTolMuted,2.2918595049869035,8,1.9,18,1
905,I3SoIJ7Y7SlMhabxJTlm_Q_25,PaulTolMuted,2.54277452482609,3,1.9,17,1
906,I3SoIJ7Y7SlMhabxJTlm_Q_26,PaulTolMuted,2.5732084369266834,6,3.2,16,1
907,I3SoIJ7Y7SlMhabxJTlm_Q_27,PaulTolMuted,2.858201928412206,3,3.4,17,1
908,I3SoIJ7Y7SlMhabxJTlm_Q_28,PaulTolMuted,2.2579236271928758,7,3.2,14,1
909,I3SoIJ7Y7SlMhabxJTlm_Q_29,PaulTolMuted,1.732167620287612,4,3.5,13,1
910,I3SoIJ7Y7SlMhabxJTlm_Q_31,PaulTolMuted,2.961308674058659,10,3.9,10,1
911,I3SoIJ7Y7SlMhabxJTlm_Q_32,PaulTolMuted,2.5621795194433483,8,2.7,18,1
912,I3SoIJ7Y7SlMhabxJTlm_Q_33,PaulTolMuted,2.0735378735580063,10,3.2,10,1
913,I3SoIJ7Y7SlMhabxJTlm_Q_34,PaulTolMuted,2.464564064729503,6,3.1,17,1
914,I3SoIJ7Y7SlMhabxJTlm_Q_35,PaulTolMuted,1.922204023405592,5,3.9,13,1
915,I3SoIJ7Y7SlMhabxJTlm_Q_36,PaulTolMuted,2.52105474829973,8,2.8,13,1
916,I3SoIJ7Y7SlMhabxJTlm_Q_37,PaulTolMuted,1.6473388015752484,3,2.2,13,1
917,I3SoIJ7Y7SlMhabxJTlm_Q_38,PaulTolMuted,2.1294535536975907,6,3.7,17,1
918,I3SoIJ7Y7SlMhabxJTlm_Q_39,PaulTolMuted,1.7457196686073022,2,1.9,19,1
919,I3SoIJ7Y7SlMhabxJTlm_Q_40,PaulTolMuted,1.645098057688685,4,2.2,11,1
920,I3SoIJ7Y7SlMhabxJTlm_Q_41,PaulTolMuted,1.5147516174369118,4,2.1,19,1
921,I3SoIJ7Y7SlMhabxJTlm_Q_42,PaulTolMuted,2.276545774357792,7,1.9,14,1
922,I3SoIJ7Y7SlMhabxJTlm_Q_43,PaulTolMuted,1.8162556676388608,3,4.5,19,1
923,I3SoIJ7Y7SlMhabxJTlm_Q_44,PaulTolMuted,1.882813009600885,6,3.7,15,1
924,IRujy6kJ6QRAfnVQIueA_Q_0,CartoBold,2.1468267251127244,9,9.3,12,1
925,IRujy6kJ6QRAfnVQIueA_Q_1,CartoBold,1.608588142395547,7,6.5,14,1
926,IRujy6kJ6QRAfnVQIueA_Q_2,CartoBold,2.0787961276952345,4,2.8,15,1
927,IRujy6kJ6QRAfnVQIueA_Q_3,CartoBold,1.5235635142486883,5,3.4,20,1
928,IRujy6kJ6QRAfnVQIueA_Q_4,CartoBold,2.2214895283902703,5,3.5,18,1
929,IRujy6kJ6QRAfnVQIueA_Q_5,CartoBold,2.099317309590289,10,2.5,19,1
930,IRujy6kJ6QRAfnVQIueA_Q_6,CartoBold,1.6891317204627638,3,2.5,13,1
931,IRujy6kJ6QRAfnVQIueA_Q_8,CartoBold,2.50620845299684,8,4.1,13,1
932,IRujy6kJ6QRAfnVQIueA_Q_10,CartoBold,2.092093105915507,3,2.7,19,1
933,IRujy6kJ6QRAfnVQIueA_Q_11,CartoBold,2.448860282045945,4,2.3,17,1
934,IRujy6kJ6QRAfnVQIueA_Q_12,CartoBold,1.8442726518182893,4,2.6,15,1
935,IRujy6kJ6QRAfnVQIueA_Q_13,CartoBold,1.6741661894049162,6,2.1,18,1
936,IRujy6kJ6QRAfnVQIueA_Q_14,CartoBold,2.5045234579848303,8,2.9,16,0
937,IRujy6kJ6QRAfnVQIueA_Q_15,CartoBold,1.5419816031042588,9,2.9,18,1
938,IRujy6kJ6QRAfnVQIueA_Q_16,CartoBold,2.872918359272488,6,3.3,11,1
939,IRujy6kJ6QRAfnVQIueA_Q_17,CartoBold,2.936072586680898,5,2.5,20,1
940,IRujy6kJ6QRAfnVQIueA_Q_18,CartoBold,2.1616751669503174,2,2.2,12,1
941,IRujy6kJ6QRAfnVQIueA_Q_19,CartoBold,2.139333809895369,4,2.0,12,1
942,IRujy6kJ6QRAfnVQIueA_Q_20,CartoBold,2.188420201101018,3,2.5,12,1
943,IRujy6kJ6QRAfnVQIueA_Q_21,CartoBold,2.7807246817635933,8,2.2,11,1
944,IRujy6kJ6QRAfnVQIueA_Q_22,CartoBold,1.7403629307692228,8,2.6,12,0
945,IRujy6kJ6QRAfnVQIueA_Q_23,CartoBold,2.3586110467423955,7,3.0,15,1
946,IRujy6kJ6QRAfnVQIueA_Q_24,CartoBold,1.6229965997958011,5,3.0,16,0
947,IRujy6kJ6QRAfnVQIueA_Q_25,CartoBold,2.1231165326808217,4,2.3,19,1
948,IRujy6kJ6QRAfnVQIueA_Q_26,CartoBold,2.964395906823716,5,2.2,10,1
949,IRujy6kJ6QRAfnVQIueA_Q_27,CartoBold,1.786949712744482,9,5.1,19,0
950,IRujy6kJ6QRAfnVQIueA_Q_28,CartoBold,2.502253771093577,7,2.8,11,1
951,IRujy6kJ6QRAfnVQIueA_Q_29,CartoBold,2.510291148515621,4,2.4,11,1
952,IRujy6kJ6QRAfnVQIueA_Q_30,CartoBold,1.509985642141921,8,3.4,18,1
953,IRujy6kJ6QRAfnVQIueA_Q_31,CartoBold,1.730184061259184,9,2.7,15,1
954,IRujy6kJ6QRAfnVQIueA_Q_32,CartoBold,2.6017341609081166,9,4.2,12,1
955,IRujy6kJ6QRAfnVQIueA_Q_34,CartoBold,2.0035718878947035,9,5.6,16,0
956,IRujy6kJ6QRAfnVQIueA_Q_35,CartoBold,1.6940670750751643,2,2.5,11,1
957,IRujy6kJ6QRAfnVQIueA_Q_36,CartoBold,2.877098799158512,3,2.1,14,1
958,IRujy6kJ6QRAfnVQIueA_Q_37,CartoBold,2.9056488646021505,7,2.6,14,1
959,IRujy6kJ6QRAfnVQIueA_Q_38,CartoBold,1.7529184589284157,7,4.9,19,1
960,IRujy6kJ6QRAfnVQIueA_Q_39,CartoBold,2.6082587335159486,7,3.5,19,0
961,IRujy6kJ6QRAfnVQIueA_Q_40,CartoBold,2.6231365793408528,2,2.6,19,1
962,IRujy6kJ6QRAfnVQIueA_Q_41,CartoBold,2.6420717726496648,8,2.2,16,1
963,IRujy6kJ6QRAfnVQIueA_Q_42,CartoBold,1.912751574192436,5,3.8,18,1
964,IRujy6kJ6QRAfnVQIueA_Q_43,CartoBold,2.02431870645845,8,2.6,18,1
965,IRujy6kJ6QRAfnVQIueA_Q_44,CartoBold,2.05482963006494,2,2.1,17,1
966,JP2AYH0nrl9QwD8kfcJK_Q_0,StataS2,1.9529167741993796,4,6.5,15,0
967,JP2AYH0nrl9QwD8kfcJK_Q_1,StataS2,1.5355194614922407,3,4.7,10,1
968,JP2AYH0nrl9QwD8kfcJK_Q_2,StataS2,2.8735911918994965,9,4.5,18,1
969,JP2AYH0nrl9QwD8kfcJK_Q_3,StataS2,1.941240752978796,5,4.2,12,1
970,JP2AYH0nrl9QwD8kfcJK_Q_4,StataS2,1.642208952080857,7,4.9,20,1
971,JP2AYH0nrl9QwD8kfcJK_Q_6,StataS2,2.3416502928020786,10,6.2,14,1
972,JP2AYH0nrl9QwD8kfcJK_Q_7,StataS2,2.979961632432325,10,4.0,12,1
973,JP2AYH0nrl9QwD8kfcJK_Q_8,StataS2,2.544665406941636,9,3.9,16,1
974,JP2AYH0nrl9QwD8kfcJK_Q_9,StataS2,1.581092260507865,6,6.7,19,0
975,JP2AYH0nrl9QwD8kfcJK_Q_10,StataS2,2.7390970289576257,8,3.8,12,1
976,JP2AYH0nrl9QwD8kfcJK_Q_11,StataS2,2.7298987856507733,7,4.8,16,1
977,JP2AYH0nrl9QwD8kfcJK_Q_12,StataS2,1.8270996182108945,3,5.6,13,1
978,JP2AYH0nrl9QwD8kfcJK_Q_13,StataS2,2.117169892293864,6,4.3,16,1
979,JP2AYH0nrl9QwD8kfcJK_Q_14,StataS2,2.510266299520521,8,5.3,17,1
980,JP2AYH0nrl9QwD8kfcJK_Q_15,StataS2,2.37458031565322,4,3.7,12,1
981,JP2AYH0nrl9QwD8kfcJK_Q_16,StataS2,2.425317615704594,3,3.4,18,1
982,JP2AYH0nrl9QwD8kfcJK_Q_17,StataS2,2.7472887545061733,4,4.0,19,1
983,JP2AYH0nrl9QwD8kfcJK_Q_18,StataS2,2.804342110063989,8,6.2,14,1
984,JP2AYH0nrl9QwD8kfcJK_Q_19,StataS2,2.9171893071673134,7,5.2,14,1
985,JP2AYH0nrl9QwD8kfcJK_Q_20,StataS2,1.6694567917401084,3,4.9,18,1
986,JP2AYH0nrl9QwD8kfcJK_Q_21,StataS2,1.6998056025645054,10,4.5,14,1
987,JP2AYH0nrl9QwD8kfcJK_Q_22,StataS2,2.025092675052565,7,6.4,10,1
988,JP2AYH0nrl9QwD8kfcJK_Q_23,StataS2,2.5840473490562834,8,4.2,19,1
989,JP2AYH0nrl9QwD8kfcJK_Q_24,StataS2,2.7835581737976023,9,4.1,10,1
990,JP2AYH0nrl9QwD8kfcJK_Q_25,StataS2,1.761879213951234,3,6.2,10,0
991,JP2AYH0nrl9QwD8kfcJK_Q_27,StataS2,2.0223869839249184,2,4.7,19,1
992,JP2AYH0nrl9QwD8kfcJK_Q_28,StataS2,1.5348387108583328,4,5.8,19,1
993,JP2AYH0nrl9QwD8kfcJK_Q_29,StataS2,1.6019969982410798,4,5.2,11,1
994,JP2AYH0nrl9QwD8kfcJK_Q_30,StataS2,2.1778566814326226,9,5.3,20,1
995,JP2AYH0nrl9QwD8kfcJK_Q_31,StataS2,2.1663387619953687,5,7.4,12,1
996,JP2AYH0nrl9QwD8kfcJK_Q_32,StataS2,1.6947183078890786,2,3.5,13,1
997,JP2AYH0nrl9QwD8kfcJK_Q_33,StataS2,2.2605413445290017,7,4.2,13,1
998,JP2AYH0nrl9QwD8kfcJK_Q_34,StataS2,1.6263690072632766,5,3.2,15,1
999,JP2AYH0nrl9QwD8kfcJK_Q_35,StataS2,1.5828240652429146,10,4.2,14,1
1000,JP2AYH0nrl9QwD8kfcJK_Q_36,StataS2,2.973963379828298,7,3.5,13,1
1001,JP2AYH0nrl9QwD8kfcJK_Q_37,StataS2,2.776334795580711,5,3.5,12,1
1002,JP2AYH0nrl9QwD8kfcJK_Q_38,StataS2,2.2062384076614645,5,3.3,12,1
1003,JP2AYH0nrl9QwD8kfcJK_Q_39,StataS2,2.0286507373175,4,3.9,17,1
1004,JP2AYH0nrl9QwD8kfcJK_Q_40,StataS2,2.3734709014427557,10,3.8,14,1
1005,JP2AYH0nrl9QwD8kfcJK_Q_41,StataS2,2.236537029305879,9,3.2,10,1
1006,JP2AYH0nrl9QwD8kfcJK_Q_42,StataS2,2.5574490468422075,5,3.5,12,1
1007,JP2AYH0nrl9QwD8kfcJK_Q_44,StataS2,2.325546858064389,4,4.8,18,1
1008,JS04qmfNQ2SMPUisiLOo_Q_0,ColorBrewerSet3,2.665242047724613,3,5.2,10,1
1009,JS04qmfNQ2SMPUisiLOo_Q_1,ColorBrewerSet3,1.6269799740159447,10,5.7,10,1
1010,JS04qmfNQ2SMPUisiLOo_Q_2,ColorBrewerSet3,2.6233532691204218,6,6.5,20,0
1011,JS04qmfNQ2SMPUisiLOo_Q_3,ColorBrewerSet3,1.9642141335737549,3,7.4,16,1
1012,JS04qmfNQ2SMPUisiLOo_Q_4,ColorBrewerSet3,2.3991024617667955,8,5.8,14,1
1013,JS04qmfNQ2SMPUisiLOo_Q_5,ColorBrewerSet3,1.8375974127303047,4,9.3,10,1
1014,JS04qmfNQ2SMPUisiLOo_Q_6,ColorBrewerSet3,1.5986187321869672,7,7.5,17,0
1015,JS04qmfNQ2SMPUisiLOo_Q_7,ColorBrewerSet3,2.1001397568074625,8,8.5,15,1
1016,JS04qmfNQ2SMPUisiLOo_Q_9,ColorBrewerSet3,1.865319700554093,2,6.4,12,1
1017,JS04qmfNQ2SMPUisiLOo_Q_10,ColorBrewerSet3,2.377429281842379,5,9.7,18,1
1018,JS04qmfNQ2SMPUisiLOo_Q_11,ColorBrewerSet3,2.518344626143433,7,10.3,16,1
1019,JS04qmfNQ2SMPUisiLOo_Q_12,ColorBrewerSet3,2.2489786931630893,2,5.1,12,1
1020,JS04qmfNQ2SMPUisiLOo_Q_13,ColorBrewerSet3,1.713370667440417,4,5.2,16,1
1021,JS04qmfNQ2SMPUisiLOo_Q_14,ColorBrewerSet3,1.6033234398418197,5,8.7,18,1
1022,JS04qmfNQ2SMPUisiLOo_Q_15,ColorBrewerSet3,2.634053993544657,5,5.9,18,1
1023,JS04qmfNQ2SMPUisiLOo_Q_16,ColorBrewerSet3,2.7386954086289137,5,11.5,19,0
1024,JS04qmfNQ2SMPUisiLOo_Q_18,ColorBrewerSet3,2.6602647218284465,8,8.5,15,1
1025,JS04qmfNQ2SMPUisiLOo_Q_19,ColorBrewerSet3,2.2046475155737437,9,5.8,18,1
1026,JS04qmfNQ2SMPUisiLOo_Q_20,ColorBrewerSet3,2.906842799424989,4,8.5,19,0
1027,JS04qmfNQ2SMPUisiLOo_Q_22,ColorBrewerSet3,2.074270315364947,6,4.3,20,1
1028,JS04qmfNQ2SMPUisiLOo_Q_23,ColorBrewerSet3,2.695141707327516,6,4.8,17,1
1029,JS04qmfNQ2SMPUisiLOo_Q_24,ColorBrewerSet3,2.0934109333431445,3,4.7,12,1
1030,JS04qmfNQ2SMPUisiLOo_Q_25,ColorBrewerSet3,2.6635774984591407,8,4.2,11,0
1031,JS04qmfNQ2SMPUisiLOo_Q_26,ColorBrewerSet3,2.3289243950508967,7,3.6,10,1
1032,JS04qmfNQ2SMPUisiLOo_Q_27,ColorBrewerSet3,2.647369184270386,4,8.2,18,0
1033,JS04qmfNQ2SMPUisiLOo_Q_28,ColorBrewerSet3,1.937529021260163,2,5.5,10,1
1034,JS04qmfNQ2SMPUisiLOo_Q_29,ColorBrewerSet3,1.5411840902484235,10,8.3,19,1
1035,JS04qmfNQ2SMPUisiLOo_Q_30,ColorBrewerSet3,2.2488642210608347,7,4.7,12,1
1036,JS04qmfNQ2SMPUisiLOo_Q_31,ColorBrewerSet3,2.5992629941687024,8,5.3,11,1
1037,JS04qmfNQ2SMPUisiLOo_Q_32,ColorBrewerSet3,2.8155694509221822,4,5.6,14,1
1038,JS04qmfNQ2SMPUisiLOo_Q_33,ColorBrewerSet3,2.1361613155107677,8,8.4,19,1
1039,JS04qmfNQ2SMPUisiLOo_Q_34,ColorBrewerSet3,2.359297295566076,2,4.8,10,1
1040,JS04qmfNQ2SMPUisiLOo_Q_35,ColorBrewerSet3,1.7381404475229705,5,8.6,15,1
1041,JS04qmfNQ2SMPUisiLOo_Q_36,ColorBrewerSet3,2.326427002300874,10,8.7,14,0
1042,JS04qmfNQ2SMPUisiLOo_Q_37,ColorBrewerSet3,2.484583567004002,10,9.4,20,1
1043,JS04qmfNQ2SMPUisiLOo_Q_38,ColorBrewerSet3,2.522709164766181,10,9.3,14,0
1044,JS04qmfNQ2SMPUisiLOo_Q_39,ColorBrewerSet3,1.6515134485042733,10,13.5,16,0
1045,JS04qmfNQ2SMPUisiLOo_Q_40,ColorBrewerSet3,1.5273562809875445,4,6.2,11,1
1046,JS04qmfNQ2SMPUisiLOo_Q_41,ColorBrewerSet3,1.722039612506702,3,4.6,18,1
1047,JS04qmfNQ2SMPUisiLOo_Q_42,ColorBrewerSet3,2.6422900223745343,6,6.4,13,1
1048,JS04qmfNQ2SMPUisiLOo_Q_43,ColorBrewerSet3,1.8091190088250693,7,5.7,16,1
1049,JS04qmfNQ2SMPUisiLOo_Q_44,ColorBrewerSet3,2.0156115198370843,9,9.6,12,0
1050,JZRqup6frq8RnuylDsw5_Q_0,Tab10,1.9529167741993796,4,5.5,15,1
1051,JZRqup6frq8RnuylDsw5_Q_1,Tab10,1.5355194614922407,3,5.0,10,1
1052,JZRqup6frq8RnuylDsw5_Q_2,Tab10,2.8735911918994965,9,4.9,18,1
1053,JZRqup6frq8RnuylDsw5_Q_3,Tab10,1.941240752978796,5,5.9,12,1
1054,JZRqup6frq8RnuylDsw5_Q_4,Tab10,1.642208952080857,7,11.4,20,1
1055,JZRqup6frq8RnuylDsw5_Q_6,Tab10,2.3416502928020786,10,4.2,14,1
1056,JZRqup6frq8RnuylDsw5_Q_7,Tab10,2.979961632432325,10,2.9,12,1
1057,JZRqup6frq8RnuylDsw5_Q_8,Tab10,2.544665406941636,9,3.2,16,1
1058,JZRqup6frq8RnuylDsw5_Q_9,Tab10,1.581092260507865,6,8.3,19,0
1059,JZRqup6frq8RnuylDsw5_Q_10,Tab10,2.7390970289576257,8,3.3,12,1
1060,JZRqup6frq8RnuylDsw5_Q_11,Tab10,2.7298987856507733,7,4.9,16,1
1061,JZRqup6frq8RnuylDsw5_Q_12,Tab10,1.8270996182108945,3,3.0,13,1
1062,JZRqup6frq8RnuylDsw5_Q_13,Tab10,2.117169892293864,6,2.7,16,1
1063,JZRqup6frq8RnuylDsw5_Q_14,Tab10,2.510266299520521,8,4.4,17,1
1064,JZRqup6frq8RnuylDsw5_Q_15,Tab10,2.37458031565322,4,2.6,12,1
1065,JZRqup6frq8RnuylDsw5_Q_16,Tab10,2.425317615704594,3,3.1,18,1
1066,JZRqup6frq8RnuylDsw5_Q_17,Tab10,2.7472887545061733,4,2.7,19,1
1067,JZRqup6frq8RnuylDsw5_Q_18,Tab10,2.804342110063989,8,2.9,14,1
1068,JZRqup6frq8RnuylDsw5_Q_19,Tab10,2.9171893071673134,7,2.9,14,1
1069,JZRqup6frq8RnuylDsw5_Q_20,Tab10,1.6694567917401084,3,10.0,18,1
1070,JZRqup6frq8RnuylDsw5_Q_21,Tab10,1.6998056025645054,10,3.5,14,1
1071,JZRqup6frq8RnuylDsw5_Q_22,Tab10,2.025092675052565,7,3.2,10,1
1072,JZRqup6frq8RnuylDsw5_Q_23,Tab10,2.5840473490562834,8,2.7,19,1
1073,JZRqup6frq8RnuylDsw5_Q_24,Tab10,2.7835581737976023,9,3.4,10,1
1074,JZRqup6frq8RnuylDsw5_Q_25,Tab10,1.761879213951234,3,5.9,10,1
1075,JZRqup6frq8RnuylDsw5_Q_27,Tab10,2.0223869839249184,2,6.6,19,1
1076,JZRqup6frq8RnuylDsw5_Q_28,Tab10,1.5348387108583328,4,6.0,19,1
